field_1,xcoord,ycoord,PA,Value
1156,570952.1517,1499167.381,outside_bhadra,1
1157,570952.1517,1498587.381,outside_bhadra,1
1158,570952.1517,1483507.381,outside_bhadra,1
1159,570952.1517,1482927.381,outside_bhadra,1
1160,570952.1517,1482347.381,outside_bhadra,1
1161,570952.1517,1481767.381,outside_bhadra,1
1162,570952.1517,1481187.381,outside_bhadra,1
1163,570952.1517,1480607.381,outside_bhadra,1
1164,570952.1517,1480027.381,outside_bhadra,1
1165,570952.1517,1479447.381,outside_bhadra,1
1166,570952.1517,1473647.381,outside_bhadra,1
1167,571532.1517,1527587.381,outside_bhadra,1
1168,571532.1517,1527007.381,outside_bhadra,1
1169,571532.1517,1525267.381,outside_bhadra,1
1170,571532.1517,1524687.381,outside_bhadra,1
1171,571532.1517,1511927.381,outside_bhadra,1
1172,571532.1517,1511347.381,outside_bhadra,1
1173,571532.1517,1501487.381,outside_bhadra,1
1174,571532.1517,1500907.381,outside_bhadra,1
1175,571532.1517,1500327.381,outside_bhadra,1
1176,571532.1517,1499747.381,outside_bhadra,1
1177,571532.1517,1499167.381,outside_bhadra,1
1178,571532.1517,1498587.381,outside_bhadra,1
1179,571532.1517,1485827.381,outside_bhadra,1
1180,571532.1517,1485247.381,outside_bhadra,1
1181,571532.1517,1484667.381,outside_bhadra,1
1182,571532.1517,1484087.381,outside_bhadra,1
1183,571532.1517,1483507.381,outside_bhadra,1
1184,571532.1517,1482927.381,outside_bhadra,1
1185,571532.1517,1482347.381,outside_bhadra,1
1186,571532.1517,1481767.381,outside_bhadra,1
1187,571532.1517,1481187.381,outside_bhadra,1
1188,571532.1517,1480607.381,outside_bhadra,1
1189,571532.1517,1480027.381,outside_bhadra,1
1190,571532.1517,1479447.381,outside_bhadra,1
1191,571532.1517,1473067.381,outside_bhadra,1
1192,571532.1517,1472487.381,outside_bhadra,1
1193,572112.1517,1511347.381,outside_bhadra,1
1194,572112.1517,1501487.381,outside_bhadra,1
1195,572112.1517,1500907.381,outside_bhadra,1
1196,572112.1517,1500327.381,outside_bhadra,1
1197,572112.1517,1499747.381,outside_bhadra,1
1198,572112.1517,1499167.381,outside_bhadra,1
1199,572112.1517,1498587.381,outside_bhadra,1
1200,572112.1517,1485827.381,outside_bhadra,1
1201,572112.1517,1485247.381,outside_bhadra,1
1202,572112.1517,1484667.381,outside_bhadra,1
1203,572112.1517,1484087.381,outside_bhadra,1
1204,572112.1517,1483507.381,outside_bhadra,1
1205,572112.1517,1482927.381,outside_bhadra,1
1206,572112.1517,1482347.381,outside_bhadra,1
1207,572112.1517,1481767.381,outside_bhadra,1
1208,572112.1517,1481187.381,outside_bhadra,1
1209,572112.1517,1480607.381,outside_bhadra,1
1210,572112.1517,1480027.381,outside_bhadra,1
1211,572112.1517,1479447.381,outside_bhadra,1
1212,572112.1517,1473067.381,outside_bhadra,1
1213,572112.1517,1472487.381,outside_bhadra,1
1214,572692.1517,1501487.381,outside_bhadra,1
1215,572692.1517,1500907.381,outside_bhadra,1
1216,572692.1517,1500327.381,outside_bhadra,1
1217,572692.1517,1499747.381,outside_bhadra,1
1218,572692.1517,1499167.381,outside_bhadra,1
1219,572692.1517,1498587.381,outside_bhadra,1
1220,572692.1517,1486987.381,outside_bhadra,1
1221,572692.1517,1486407.381,outside_bhadra,1
1222,572692.1517,1485827.381,outside_bhadra,1
1223,572692.1517,1485247.381,outside_bhadra,1
1224,572692.1517,1484667.381,outside_bhadra,1
1225,572692.1517,1484087.381,outside_bhadra,1
1226,572692.1517,1483507.381,outside_bhadra,1
1227,572692.1517,1482927.381,outside_bhadra,1
1228,572692.1517,1482347.381,outside_bhadra,1
1229,572692.1517,1481767.381,outside_bhadra,1
1230,572692.1517,1481187.381,outside_bhadra,1
1231,572692.1517,1480607.381,outside_bhadra,1
1232,572692.1517,1480027.381,outside_bhadra,1
1233,572692.1517,1479447.381,outside_bhadra,1
1234,572692.1517,1478287.381,outside_bhadra,1
1235,572692.1517,1477707.381,outside_bhadra,1
1236,573272.1517,1510767.381,outside_bhadra,1
1237,573272.1517,1501487.381,outside_bhadra,1
1238,573272.1517,1500907.381,outside_bhadra,1
1239,573272.1517,1500327.381,outside_bhadra,1
1240,573272.1517,1499747.381,outside_bhadra,1
1241,573272.1517,1499167.381,outside_bhadra,1
1242,573272.1517,1498587.381,outside_bhadra,1
1243,573272.1517,1486407.381,outside_bhadra,1
1244,573272.1517,1485827.381,outside_bhadra,1
1245,573272.1517,1485247.381,outside_bhadra,1
1246,573272.1517,1484667.381,outside_bhadra,1
1247,573272.1517,1484087.381,outside_bhadra,1
1248,573272.1517,1483507.381,outside_bhadra,1
1249,573272.1517,1482927.381,outside_bhadra,1
1250,573272.1517,1482347.381,outside_bhadra,1
1251,573272.1517,1481767.381,outside_bhadra,1
1252,573272.1517,1481187.381,outside_bhadra,1
1253,573272.1517,1480607.381,outside_bhadra,1
1254,573272.1517,1480027.381,outside_bhadra,1
1255,573272.1517,1479447.381,outside_bhadra,1
1256,573272.1517,1478287.381,outside_bhadra,1
1257,573852.1517,1510767.381,outside_bhadra,1
1258,573852.1517,1500907.381,outside_bhadra,1
1259,573852.1517,1500327.381,outside_bhadra,1
1260,573852.1517,1499747.381,outside_bhadra,1
1261,573852.1517,1499167.381,outside_bhadra,1
1262,573852.1517,1498587.381,outside_bhadra,1
1263,573852.1517,1486407.381,outside_bhadra,1
1264,573852.1517,1485827.381,outside_bhadra,1
1265,573852.1517,1485247.381,outside_bhadra,1
1266,573852.1517,1484667.381,outside_bhadra,1
1267,573852.1517,1484087.381,outside_bhadra,1
1268,573852.1517,1483507.381,outside_bhadra,1
1269,573852.1517,1482927.381,outside_bhadra,1
1270,573852.1517,1482347.381,outside_bhadra,1
1271,573852.1517,1481767.381,outside_bhadra,1
1272,573852.1517,1481187.381,outside_bhadra,1
1273,573852.1517,1480607.381,outside_bhadra,1
1274,574432.1517,1510767.381,outside_bhadra,1
1275,574432.1517,1500907.381,outside_bhadra,1
1276,574432.1517,1500327.381,outside_bhadra,1
1277,574432.1517,1499747.381,outside_bhadra,1
1278,574432.1517,1499167.381,outside_bhadra,1
1279,574432.1517,1498587.381,outside_bhadra,1
1280,574432.1517,1492207.381,outside_bhadra,1
1281,574432.1517,1491627.381,outside_bhadra,1
1282,574432.1517,1491047.381,outside_bhadra,1
1283,574432.1517,1490467.381,outside_bhadra,1
1284,574432.1517,1489887.381,outside_bhadra,1
1285,574432.1517,1485247.381,outside_bhadra,1
1286,574432.1517,1484667.381,outside_bhadra,1
1287,574432.1517,1484087.381,outside_bhadra,1
1288,574432.1517,1483507.381,outside_bhadra,1
1289,574432.1517,1482927.381,outside_bhadra,1
1290,574432.1517,1482347.381,outside_bhadra,1
1291,574432.1517,1481767.381,outside_bhadra,1
1292,574432.1517,1481187.381,outside_bhadra,1
1293,574432.1517,1480607.381,outside_bhadra,1
1294,574432.1517,1480027.381,outside_bhadra,1
1295,574432.1517,1478287.381,outside_bhadra,1
1296,574432.1517,1475387.381,outside_bhadra,1
1297,574432.1517,1474807.381,outside_bhadra,1
1298,574432.1517,1474227.381,outside_bhadra,1
1299,575012.1517,1510767.381,outside_bhadra,1
1300,575012.1517,1500907.381,outside_bhadra,1
1301,575012.1517,1500327.381,outside_bhadra,1
1302,575012.1517,1499747.381,outside_bhadra,1
1303,575012.1517,1499167.381,outside_bhadra,1
1304,575012.1517,1498587.381,outside_bhadra,1
1305,575012.1517,1492207.381,outside_bhadra,1
1306,575012.1517,1491627.381,outside_bhadra,1
1307,575012.1517,1491047.381,outside_bhadra,1
1308,575012.1517,1489307.381,outside_bhadra,1
1309,575012.1517,1488727.381,outside_bhadra,1
1310,575012.1517,1488147.381,outside_bhadra,1
1311,575012.1517,1484667.381,outside_bhadra,1
1312,575012.1517,1484087.381,outside_bhadra,1
1313,575012.1517,1483507.381,outside_bhadra,1
1314,575012.1517,1482927.381,outside_bhadra,1
1315,575012.1517,1482347.381,outside_bhadra,1
1316,575012.1517,1481767.381,outside_bhadra,1
1317,575012.1517,1481187.381,outside_bhadra,1
1318,575012.1517,1480607.381,outside_bhadra,1
1319,575012.1517,1480027.381,outside_bhadra,1
1320,575012.1517,1478867.381,outside_bhadra,1
1321,575012.1517,1478287.381,outside_bhadra,1
1322,575012.1517,1476547.381,outside_bhadra,1
1323,575012.1517,1475967.381,outside_bhadra,1
1324,575012.1517,1475387.381,outside_bhadra,1
1325,575012.1517,1474807.381,outside_bhadra,1
1326,575012.1517,1474227.381,outside_bhadra,1
1327,575592.1517,1510767.381,outside_bhadra,1
1328,575592.1517,1500907.381,outside_bhadra,1
1329,575592.1517,1500327.381,outside_bhadra,1
1330,575592.1517,1499747.381,outside_bhadra,1
1331,575592.1517,1499167.381,outside_bhadra,1
1332,575592.1517,1498587.381,outside_bhadra,1
1333,575592.1517,1498007.381,outside_bhadra,1
1334,575592.1517,1497427.381,outside_bhadra,1
1335,575592.1517,1496847.381,outside_bhadra,1
1336,575592.1517,1496267.381,outside_bhadra,1
1337,575592.1517,1492207.381,outside_bhadra,1
1338,575592.1517,1491627.381,outside_bhadra,1
1339,575592.1517,1491047.381,outside_bhadra,1
1340,575592.1517,1490467.381,outside_bhadra,1
1341,575592.1517,1489887.381,outside_bhadra,1
1342,575592.1517,1489307.381,outside_bhadra,1
1343,575592.1517,1488727.381,outside_bhadra,1
1344,575592.1517,1488147.381,outside_bhadra,1
1345,575592.1517,1487567.381,outside_bhadra,1
1346,575592.1517,1486987.381,outside_bhadra,1
1347,575592.1517,1486407.381,outside_bhadra,1
1348,575592.1517,1485247.381,outside_bhadra,1
1349,575592.1517,1484667.381,outside_bhadra,1
1350,575592.1517,1484087.381,outside_bhadra,1
1351,575592.1517,1483507.381,outside_bhadra,1
1352,575592.1517,1482927.381,outside_bhadra,1
1353,575592.1517,1482347.381,outside_bhadra,1
1354,575592.1517,1481767.381,outside_bhadra,1
1355,575592.1517,1481187.381,outside_bhadra,1
1356,575592.1517,1480607.381,outside_bhadra,1
1357,575592.1517,1480027.381,outside_bhadra,1
1358,575592.1517,1477127.381,outside_bhadra,1
1359,575592.1517,1476547.381,outside_bhadra,1
1360,575592.1517,1475967.381,outside_bhadra,1
1361,575592.1517,1475387.381,outside_bhadra,1
1362,575592.1517,1474807.381,outside_bhadra,1
1363,575592.1517,1474227.381,outside_bhadra,1
1364,576172.1517,1510187.381,outside_bhadra,1
1365,576172.1517,1502067.381,outside_bhadra,1
1366,576172.1517,1501487.381,outside_bhadra,1
1367,576172.1517,1500907.381,outside_bhadra,1
1368,576172.1517,1500327.381,outside_bhadra,1
1369,576172.1517,1499747.381,outside_bhadra,1
1370,576172.1517,1499167.381,outside_bhadra,1
1371,576172.1517,1498587.381,outside_bhadra,1
1372,576172.1517,1498007.381,outside_bhadra,1
1373,576172.1517,1497427.381,outside_bhadra,1
1374,576172.1517,1496847.381,outside_bhadra,1
1375,576172.1517,1496267.381,outside_bhadra,1
1376,576172.1517,1494527.381,outside_bhadra,1
1377,576172.1517,1493947.381,outside_bhadra,1
1378,576172.1517,1492207.381,outside_bhadra,1
1379,576172.1517,1491627.381,outside_bhadra,1
1380,576172.1517,1491047.381,outside_bhadra,1
1381,576172.1517,1489887.381,outside_bhadra,1
1382,576172.1517,1489307.381,outside_bhadra,1
1383,576172.1517,1488727.381,outside_bhadra,1
1384,576172.1517,1488147.381,outside_bhadra,1
1385,576172.1517,1487567.381,outside_bhadra,1
1386,576172.1517,1486407.381,outside_bhadra,1
1387,576172.1517,1485827.381,outside_bhadra,1
1388,576172.1517,1485247.381,outside_bhadra,1
1389,576172.1517,1484667.381,outside_bhadra,1
1390,576172.1517,1484087.381,outside_bhadra,1
1391,576172.1517,1483507.381,outside_bhadra,1
1392,576172.1517,1482927.381,outside_bhadra,1
1393,576172.1517,1482347.381,outside_bhadra,1
1394,576172.1517,1481767.381,outside_bhadra,1
1395,576172.1517,1481187.381,outside_bhadra,1
1396,576172.1517,1480607.381,outside_bhadra,1
1397,576172.1517,1480027.381,outside_bhadra,1
1398,576172.1517,1476547.381,outside_bhadra,1
1399,576172.1517,1475967.381,outside_bhadra,1
1400,576172.1517,1475387.381,outside_bhadra,1
1401,576172.1517,1474807.381,outside_bhadra,1
1402,576172.1517,1474227.381,outside_bhadra,1
1403,576752.1517,1510187.381,outside_bhadra,1
1404,576752.1517,1509607.381,outside_bhadra,1
1405,576752.1517,1502067.381,outside_bhadra,1
1406,576752.1517,1501487.381,outside_bhadra,1
1407,576752.1517,1500907.381,outside_bhadra,1
1408,576752.1517,1500327.381,outside_bhadra,1
1409,576752.1517,1499747.381,outside_bhadra,1
1410,576752.1517,1499167.381,outside_bhadra,1
1411,576752.1517,1498587.381,outside_bhadra,1
1412,576752.1517,1498007.381,outside_bhadra,1
1413,576752.1517,1497427.381,outside_bhadra,1
1414,576752.1517,1496847.381,outside_bhadra,1
1415,576752.1517,1496267.381,outside_bhadra,1
1416,576752.1517,1495687.381,outside_bhadra,1
1417,576752.1517,1495107.381,outside_bhadra,1
1418,576752.1517,1494527.381,outside_bhadra,1
1419,576752.1517,1493947.381,outside_bhadra,1
1420,576752.1517,1493367.381,outside_bhadra,1
1421,576752.1517,1492207.381,outside_bhadra,1
1422,576752.1517,1491627.381,outside_bhadra,1
1423,576752.1517,1491047.381,outside_bhadra,1
1424,576752.1517,1490467.381,outside_bhadra,1
1425,576752.1517,1489887.381,outside_bhadra,1
1426,576752.1517,1489307.381,outside_bhadra,1
1427,576752.1517,1488727.381,outside_bhadra,1
1428,576752.1517,1488147.381,outside_bhadra,1
1429,576752.1517,1487567.381,outside_bhadra,1
1430,576752.1517,1486987.381,outside_bhadra,1
1431,576752.1517,1486407.381,outside_bhadra,1
1432,576752.1517,1485827.381,outside_bhadra,1
1433,576752.1517,1485247.381,outside_bhadra,1
1434,576752.1517,1484667.381,outside_bhadra,1
1435,576752.1517,1484087.381,outside_bhadra,1
1436,576752.1517,1483507.381,outside_bhadra,1
1437,576752.1517,1482927.381,outside_bhadra,1
1438,576752.1517,1482347.381,outside_bhadra,1
1439,576752.1517,1481767.381,outside_bhadra,1
1440,576752.1517,1481187.381,outside_bhadra,1
1441,576752.1517,1480607.381,outside_bhadra,1
1442,576752.1517,1480027.381,outside_bhadra,1
1443,576752.1517,1479447.381,outside_bhadra,1
1444,576752.1517,1475967.381,outside_bhadra,1
1445,576752.1517,1475387.381,outside_bhadra,1
1446,576752.1517,1474807.381,outside_bhadra,1
1447,576752.1517,1474227.381,outside_bhadra,1
1448,577332.1517,1510187.381,outside_bhadra,1
1449,577332.1517,1509607.381,outside_bhadra,1
1450,577332.1517,1509027.381,outside_bhadra,1
1451,577332.1517,1508447.381,outside_bhadra,1
1452,577332.1517,1507867.381,outside_bhadra,1
1453,577332.1517,1502067.381,outside_bhadra,1
1454,577332.1517,1501487.381,outside_bhadra,1
1455,577332.1517,1500907.381,outside_bhadra,1
1456,577332.1517,1500327.381,outside_bhadra,1
1457,577332.1517,1499747.381,outside_bhadra,1
1458,577332.1517,1499167.381,outside_bhadra,1
1459,577332.1517,1498587.381,outside_bhadra,1
1460,577332.1517,1498007.381,outside_bhadra,1
1461,577332.1517,1497427.381,outside_bhadra,1
1462,577332.1517,1496847.381,outside_bhadra,1
1463,577332.1517,1496267.381,outside_bhadra,1
1464,577332.1517,1495687.381,outside_bhadra,1
1465,577332.1517,1495107.381,outside_bhadra,1
1466,577332.1517,1494527.381,outside_bhadra,1
1467,577332.1517,1493947.381,outside_bhadra,1
1468,577332.1517,1493367.381,outside_bhadra,1
1469,577332.1517,1492787.381,outside_bhadra,1
1470,577332.1517,1492207.381,outside_bhadra,1
1471,577332.1517,1491627.381,outside_bhadra,1
1472,577332.1517,1491047.381,outside_bhadra,1
1473,577332.1517,1490467.381,outside_bhadra,1
1474,577332.1517,1489887.381,outside_bhadra,1
1475,577332.1517,1489307.381,outside_bhadra,1
1476,577332.1517,1488727.381,outside_bhadra,1
1477,577332.1517,1488147.381,outside_bhadra,1
1478,577332.1517,1487567.381,outside_bhadra,1
1479,577332.1517,1486987.381,outside_bhadra,1
1480,577332.1517,1486407.381,outside_bhadra,1
1481,577332.1517,1485827.381,outside_bhadra,1
1482,577332.1517,1485247.381,outside_bhadra,1
1483,577332.1517,1484667.381,outside_bhadra,1
1484,577332.1517,1484087.381,outside_bhadra,1
1485,577332.1517,1483507.381,outside_bhadra,1
1486,577332.1517,1482927.381,outside_bhadra,1
1487,577332.1517,1482347.381,outside_bhadra,1
1488,577332.1517,1481767.381,outside_bhadra,1
1489,577332.1517,1481187.381,outside_bhadra,1
1490,577332.1517,1480607.381,outside_bhadra,1
1491,577332.1517,1480027.381,outside_bhadra,1
1492,577332.1517,1479447.381,outside_bhadra,1
1493,577332.1517,1477707.381,outside_bhadra,1
1494,577332.1517,1477127.381,outside_bhadra,1
1495,577332.1517,1475387.381,outside_bhadra,1
1496,577332.1517,1474807.381,outside_bhadra,1
1497,577332.1517,1474227.381,outside_bhadra,1
1498,577332.1517,1473647.381,outside_bhadra,1
1499,577912.1517,1511347.381,outside_bhadra,1
1500,577912.1517,1502067.381,outside_bhadra,1
1501,577912.1517,1501487.381,outside_bhadra,1
1502,577912.1517,1500907.381,outside_bhadra,1
1503,577912.1517,1500327.381,outside_bhadra,1
1504,577912.1517,1499747.381,outside_bhadra,1
1505,577912.1517,1499167.381,outside_bhadra,1
1506,577912.1517,1498587.381,outside_bhadra,1
1507,577912.1517,1498007.381,outside_bhadra,1
1508,577912.1517,1497427.381,outside_bhadra,1
1509,577912.1517,1496847.381,outside_bhadra,1
1510,577912.1517,1496267.381,outside_bhadra,1
1511,577912.1517,1495687.381,outside_bhadra,1
1512,577912.1517,1495107.381,outside_bhadra,1
1513,577912.1517,1494527.381,outside_bhadra,1
1514,577912.1517,1493947.381,outside_bhadra,1
1515,577912.1517,1493367.381,outside_bhadra,1
1516,577912.1517,1492787.381,outside_bhadra,1
1517,577912.1517,1492207.381,outside_bhadra,1
1518,577912.1517,1491627.381,outside_bhadra,1
1519,577912.1517,1491047.381,outside_bhadra,1
1520,577912.1517,1490467.381,outside_bhadra,1
1521,577912.1517,1489887.381,outside_bhadra,1
1522,577912.1517,1489307.381,outside_bhadra,1
1523,577912.1517,1488727.381,outside_bhadra,1
1524,577912.1517,1488147.381,outside_bhadra,1
1525,577912.1517,1487567.381,outside_bhadra,1
1526,577912.1517,1486987.381,outside_bhadra,1
1527,577912.1517,1486407.381,outside_bhadra,1
1528,577912.1517,1485827.381,outside_bhadra,1
1529,577912.1517,1485247.381,outside_bhadra,1
1530,577912.1517,1484667.381,outside_bhadra,1
1531,577912.1517,1484087.381,outside_bhadra,1
1532,577912.1517,1483507.381,outside_bhadra,1
1533,577912.1517,1482927.381,outside_bhadra,1
1534,577912.1517,1482347.381,outside_bhadra,1
1535,577912.1517,1481767.381,outside_bhadra,1
1536,577912.1517,1481187.381,outside_bhadra,1
1537,577912.1517,1480607.381,outside_bhadra,1
1538,577912.1517,1480027.381,outside_bhadra,1
1539,577912.1517,1479447.381,outside_bhadra,1
1540,577912.1517,1478867.381,outside_bhadra,1
1541,577912.1517,1478287.381,outside_bhadra,1
1542,577912.1517,1477707.381,outside_bhadra,1
1543,577912.1517,1477127.381,outside_bhadra,1
1544,577912.1517,1474807.381,outside_bhadra,1
1545,577912.1517,1474227.381,outside_bhadra,1
1546,577912.1517,1473647.381,outside_bhadra,1
1547,578492.1517,1512507.381,outside_bhadra,1
1548,578492.1517,1511927.381,outside_bhadra,1
1549,578492.1517,1511347.381,outside_bhadra,1
1550,578492.1517,1510767.381,outside_bhadra,1
1551,578492.1517,1510187.381,outside_bhadra,1
1552,578492.1517,1502067.381,outside_bhadra,1
1553,578492.1517,1501487.381,outside_bhadra,1
1554,578492.1517,1499747.381,outside_bhadra,1
1555,578492.1517,1499167.381,outside_bhadra,1
1556,578492.1517,1498587.381,outside_bhadra,1
1557,578492.1517,1498007.381,outside_bhadra,1
1558,578492.1517,1497427.381,outside_bhadra,1
1559,578492.1517,1496847.381,outside_bhadra,1
1560,578492.1517,1496267.381,outside_bhadra,1
1561,578492.1517,1495687.381,outside_bhadra,1
1562,578492.1517,1495107.381,outside_bhadra,1
1563,578492.1517,1494527.381,outside_bhadra,1
1564,578492.1517,1493947.381,outside_bhadra,1
1565,578492.1517,1493367.381,outside_bhadra,1
1566,578492.1517,1492787.381,outside_bhadra,1
1567,578492.1517,1492207.381,outside_bhadra,1
1568,578492.1517,1491627.381,outside_bhadra,1
1569,578492.1517,1491047.381,outside_bhadra,1
1570,578492.1517,1490467.381,outside_bhadra,1
1571,578492.1517,1489887.381,outside_bhadra,1
1572,578492.1517,1489307.381,outside_bhadra,1
1573,578492.1517,1488727.381,outside_bhadra,1
1574,578492.1517,1488147.381,outside_bhadra,1
1575,578492.1517,1487567.381,outside_bhadra,1
1576,578492.1517,1486987.381,outside_bhadra,1
1577,578492.1517,1486407.381,outside_bhadra,1
1578,578492.1517,1485827.381,outside_bhadra,1
1579,578492.1517,1485247.381,outside_bhadra,1
1580,578492.1517,1484667.381,outside_bhadra,1
1581,578492.1517,1484087.381,outside_bhadra,1
1582,578492.1517,1483507.381,outside_bhadra,1
1583,578492.1517,1482927.381,outside_bhadra,1
1584,578492.1517,1482347.381,outside_bhadra,1
1585,578492.1517,1481767.381,outside_bhadra,1
1586,578492.1517,1481187.381,outside_bhadra,1
1587,578492.1517,1480607.381,outside_bhadra,1
1588,578492.1517,1480027.381,outside_bhadra,1
1589,578492.1517,1479447.381,outside_bhadra,1
1590,578492.1517,1478867.381,outside_bhadra,1
1591,578492.1517,1478287.381,outside_bhadra,1
1592,578492.1517,1477707.381,outside_bhadra,1
1593,578492.1517,1474807.381,outside_bhadra,1
1594,579072.1517,1513087.381,outside_bhadra,1
1595,579072.1517,1512507.381,outside_bhadra,1
1596,579072.1517,1511927.381,outside_bhadra,1
1597,579072.1517,1511347.381,outside_bhadra,1
1598,579072.1517,1510767.381,outside_bhadra,1
1599,579072.1517,1510187.381,outside_bhadra,1
1600,579072.1517,1509607.381,outside_bhadra,1
1601,579072.1517,1509027.381,outside_bhadra,1
1602,579072.1517,1502067.381,outside_bhadra,1
1603,579072.1517,1501487.381,outside_bhadra,1
1604,579072.1517,1500907.381,outside_bhadra,1
1605,579072.1517,1500327.381,outside_bhadra,1
1606,579072.1517,1499747.381,outside_bhadra,1
1607,579072.1517,1499167.381,outside_bhadra,1
1608,579072.1517,1498587.381,outside_bhadra,1
1609,579072.1517,1498007.381,outside_bhadra,1
1610,579072.1517,1497427.381,outside_bhadra,1
1611,579072.1517,1496847.381,outside_bhadra,1
1612,579072.1517,1496267.381,outside_bhadra,1
1613,579072.1517,1495687.381,outside_bhadra,1
1614,579072.1517,1495107.381,outside_bhadra,1
1615,579072.1517,1494527.381,outside_bhadra,1
1616,579072.1517,1493947.381,outside_bhadra,1
1617,579072.1517,1493367.381,outside_bhadra,1
1618,579072.1517,1492787.381,outside_bhadra,1
1619,579072.1517,1492207.381,outside_bhadra,1
1620,579072.1517,1491627.381,outside_bhadra,1
1621,579072.1517,1491047.381,outside_bhadra,1
1622,579072.1517,1490467.381,outside_bhadra,1
1623,579072.1517,1489887.381,outside_bhadra,1
1624,579072.1517,1489307.381,outside_bhadra,1
1625,579072.1517,1488727.381,outside_bhadra,1
1626,579072.1517,1488147.381,outside_bhadra,1
1627,579072.1517,1487567.381,outside_bhadra,1
1628,579072.1517,1486987.381,outside_bhadra,1
1629,579072.1517,1486407.381,outside_bhadra,1
1630,579072.1517,1485827.381,outside_bhadra,1
1631,579072.1517,1485247.381,outside_bhadra,1
1632,579072.1517,1484667.381,outside_bhadra,1
1633,579072.1517,1484087.381,outside_bhadra,1
1634,579072.1517,1483507.381,outside_bhadra,1
1635,579072.1517,1482927.381,outside_bhadra,1
1636,579072.1517,1482347.381,outside_bhadra,1
1637,579072.1517,1481767.381,outside_bhadra,1
1638,579072.1517,1481187.381,outside_bhadra,1
1639,579072.1517,1480607.381,outside_bhadra,1
1640,579072.1517,1480027.381,outside_bhadra,1
1641,579072.1517,1479447.381,outside_bhadra,1
1642,579072.1517,1478867.381,outside_bhadra,1
1643,579072.1517,1478287.381,outside_bhadra,1
1644,579072.1517,1477707.381,outside_bhadra,1
1645,579652.1517,1512507.381,outside_bhadra,1
1646,579652.1517,1511927.381,outside_bhadra,1
1647,579652.1517,1511347.381,outside_bhadra,1
1648,579652.1517,1510767.381,outside_bhadra,1
1649,579652.1517,1510187.381,outside_bhadra,1
1650,579652.1517,1509607.381,outside_bhadra,1
1651,579652.1517,1509027.381,outside_bhadra,1
1652,579652.1517,1508447.381,outside_bhadra,1
1653,579652.1517,1506707.381,outside_bhadra,1
1654,579652.1517,1502067.381,outside_bhadra,1
1655,579652.1517,1500327.381,outside_bhadra,1
1656,579652.1517,1499747.381,outside_bhadra,1
1657,579652.1517,1499167.381,outside_bhadra,1
1658,579652.1517,1498587.381,outside_bhadra,1
1659,579652.1517,1498007.381,outside_bhadra,1
1660,579652.1517,1497427.381,outside_bhadra,1
1661,579652.1517,1496847.381,outside_bhadra,1
1662,579652.1517,1496267.381,outside_bhadra,1
1663,579652.1517,1495687.381,outside_bhadra,1
1664,579652.1517,1495107.381,outside_bhadra,1
1665,579652.1517,1494527.381,outside_bhadra,1
1666,579652.1517,1493947.381,outside_bhadra,1
1667,579652.1517,1493367.381,outside_bhadra,1
1668,579652.1517,1492787.381,outside_bhadra,1
1669,579652.1517,1492207.381,outside_bhadra,1
1670,579652.1517,1491627.381,outside_bhadra,1
1671,579652.1517,1491047.381,outside_bhadra,1
1672,579652.1517,1490467.381,outside_bhadra,1
1673,579652.1517,1489887.381,outside_bhadra,1
1674,579652.1517,1489307.381,outside_bhadra,1
1675,579652.1517,1488727.381,outside_bhadra,1
1676,579652.1517,1488147.381,outside_bhadra,1
1677,579652.1517,1487567.381,outside_bhadra,1
1678,579652.1517,1486987.381,outside_bhadra,1
1679,579652.1517,1486407.381,outside_bhadra,1
1680,579652.1517,1485827.381,outside_bhadra,1
1681,579652.1517,1485247.381,outside_bhadra,1
1682,579652.1517,1484667.381,outside_bhadra,1
1683,579652.1517,1484087.381,outside_bhadra,1
1684,579652.1517,1483507.381,outside_bhadra,1
1685,579652.1517,1482927.381,outside_bhadra,1
1686,579652.1517,1482347.381,outside_bhadra,1
1687,579652.1517,1481767.381,outside_bhadra,1
1688,579652.1517,1481187.381,outside_bhadra,1
1689,579652.1517,1480607.381,outside_bhadra,1
1690,579652.1517,1480027.381,outside_bhadra,1
1691,579652.1517,1479447.381,outside_bhadra,1
1692,579652.1517,1478867.381,outside_bhadra,1
1693,579652.1517,1478287.381,outside_bhadra,1
1694,579652.1517,1477707.381,outside_bhadra,1
1695,580232.1517,1511927.381,outside_bhadra,1
1696,580232.1517,1511347.381,outside_bhadra,1
1697,580232.1517,1510767.381,outside_bhadra,1
1698,580232.1517,1510187.381,outside_bhadra,1
1699,580232.1517,1509607.381,outside_bhadra,1
1700,580232.1517,1509027.381,outside_bhadra,1
1701,580232.1517,1508447.381,outside_bhadra,1
1702,580232.1517,1507867.381,outside_bhadra,1
1703,580232.1517,1507287.381,outside_bhadra,1
1704,580232.1517,1506707.381,outside_bhadra,1
1705,580232.1517,1500327.381,outside_bhadra,1
1706,580232.1517,1499747.381,outside_bhadra,1
1707,580232.1517,1499167.381,outside_bhadra,1
1708,580232.1517,1498587.381,outside_bhadra,1
1709,580232.1517,1498007.381,outside_bhadra,1
1710,580232.1517,1494527.381,outside_bhadra,1
1711,580232.1517,1491627.381,outside_bhadra,1
1712,580232.1517,1491047.381,outside_bhadra,1
1713,580232.1517,1490467.381,outside_bhadra,1
1714,580232.1517,1489887.381,outside_bhadra,1
